Case ID,Case Title,Case Type,Case Status,Case Assigned To,Case Start Date,Case Close Date,Parties Involved,Case Documents,Case Tasks,Case Notes
PI823,American measure many hit loss.,Product Liability,Closed,Valerie Miranda,2022-01-11,2022-08-22,[],"[{'Case ID': 'PI823', 'Document ID': 50355, 'Document Name': 'Stop across cost cover Democrat.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2022, 4, 10), 'Created By': 'Dawn Gould', 'Date Last Modified': datetime.date(2022, 9, 29), 'Last Modified By': 'Rachel Brandt'}, {'Case ID': 'PI823', 'Document ID': 25416, 'Document Name': 'Possible research without one.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 7, 15), 'Created By': 'Tabitha Sellers', 'Date Last Modified': datetime.date(2022, 11, 5), 'Last Modified By': 'Justin Randall'}, {'Case ID': 'PI823', 'Document ID': 64206, 'Document Name': 'Could month child next.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 4, 11), 'Created By': 'James Dixon', 'Date Last Modified': datetime.date(2022, 8, 10), 'Last Modified By': 'Tabitha Park'}]","[{'Case ID': 'PI823', 'Task ID': 71238, 'Task Description': 'End ground rather become during law game late reach.', 'Assigned To': 'Rebecca Wheeler', 'Task Due Date': datetime.date(2022, 2, 8), 'Task Status': 'Completed'}, {'Case ID': 'PI823', 'Task ID': 36021, 'Task Description': 'Wait goal then become me example without same second decision.', 'Assigned To': 'Katelyn Black', 'Task Due Date': datetime.date(2022, 4, 24), 'Task Status': 'Completed'}]","[{'Case ID': 'PI823', 'Note ID': 46139, 'Note Content': 'Apply outside bad woman per include three. Everyone have serve war image performance win. Record why senior.', 'Created By': 'Albert Mendez', 'Date Created': datetime.date(2022, 3, 20)}]"
PI824,Lay government set avoid music.,Product Liability,In Progress,Kathleen Salinas,2021-07-14,2023-04-08,[],"[{'Case ID': 'PI824', 'Document ID': 10936, 'Document Name': 'dinner.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI824', 'Document ID': 6730, 'Document Name': 'road.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI824', 'Document ID': 34192, 'Document Name': 'red.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI824', 'Document ID': 30045, 'Document Name': 'He stand big forget Mrs.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2021, 10, 10), 'Created By': 'Lee Sanchez', 'Date Last Modified': datetime.date(2023, 3, 29), 'Last Modified By': 'Scott Price'}, {'Case ID': 'PI824', 'Document ID': 9995, 'Document Name': 'Firm fact red.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 3, 22), 'Created By': 'Cynthia Navarro', 'Date Last Modified': datetime.date(2022, 10, 4), 'Last Modified By': 'Barbara Ballard'}]","[{'Case ID': 'PI824', 'Task ID': 19491, 'Task Description': 'Group include country because may music.', 'Assigned To': 'Brian Zavala', 'Task Due Date': datetime.date(2021, 11, 4), 'Task Status': 'Completed'}, {'Case ID': 'PI824', 'Task ID': 52789, 'Task Description': 'Start seat partner describe practice lose recognize to.', 'Assigned To': 'James Garcia', 'Task Due Date': datetime.date(2022, 4, 23), 'Task Status': 'Completed'}]","[{'Case ID': 'PI824', 'Note ID': 5960, 'Note Content': 'End dog early its. Bag eight see where relationship recent. Until individual him expect anyone.', 'Created By': 'Chad Whitaker', 'Date Created': datetime.date(2021, 9, 29)}, {'Case ID': 'PI824', 'Note ID': 78126, 'Note Content': 'Federal service camera seven offer. Tax get interview bill impact. Likely establish health would reveal three. Rock behind four long.', 'Created By': 'Mandy Taylor', 'Date Created': datetime.date(2022, 10, 8)}, {'Case ID': 'PI824', 'Note ID': 91137, 'Note Content': 'Majority tell a listen beautiful easy discover. Phone politics soon thousand style movie focus.', 'Created By': 'Christopher Munoz DDS', 'Date Created': datetime.date(2022, 5, 6)}, {'Case ID': 'PI824', 'Note ID': 70933, 'Note Content': 'Physical back lot industry reality. Goal no pull though several seat open.', 'Created By': 'Tiffany Hernandez', 'Date Created': datetime.date(2022, 7, 20)}]"
PI825,Country find personal.,Slip and Fall,In Progress,Kelly Horn,2022-04-03,2022-10-26,[],"[{'Case ID': 'PI825', 'Document ID': 40594, 'Document Name': 'especially.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI825', 'Document ID': 61112, 'Document Name': 'such.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI825', 'Document ID': 55943, 'Document Name': 'product.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI825', 'Document ID': 62729, 'Document Name': 'there.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI825', 'Document ID': 60617, 'Document Name': 'Top current parent notice box.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 9, 3), 'Created By': 'Mr. Christopher Thompson', 'Date Last Modified': datetime.date(2023, 2, 9), 'Last Modified By': 'Michelle Gordon'}]","[{'Case ID': 'PI825', 'Task ID': 11158, 'Task Description': 'Company smile material special trade.', 'Assigned To': 'Gregory Fitzpatrick', 'Task Due Date': datetime.date(2022, 4, 24), 'Task Status': 'Completed'}, {'Case ID': 'PI825', 'Task ID': 10503, 'Task Description': 'Happy field pull now professor ability especially catch be without.', 'Assigned To': 'Michelle Allen', 'Task Due Date': datetime.date(2022, 9, 17), 'Task Status': 'Completed'}]","[{'Case ID': 'PI825', 'Note ID': 5205, 'Note Content': 'Suffer sing shoulder. Detail unit environmental new sit memory. Direction fund leg company fact best couple.', 'Created By': 'Anthony Gibbs', 'Date Created': datetime.date(2022, 6, 6)}, {'Case ID': 'PI825', 'Note ID': 47147, 'Note Content': 'Nor win until job.', 'Created By': 'Kelsey Friedman', 'Date Created': datetime.date(2022, 7, 22)}, {'Case ID': 'PI825', 'Note ID': 91557, 'Note Content': 'Skill safe gun strong suffer.', 'Created By': 'Pamela Sims', 'Date Created': datetime.date(2022, 9, 12)}, {'Case ID': 'PI825', 'Note ID': 74351, 'Note Content': 'Analysis tough family full time art standard. Partner build west.', 'Created By': 'Casey Lynch', 'Date Created': datetime.date(2022, 5, 2)}, {'Case ID': 'PI825', 'Note ID': 50255, 'Note Content': 'Wife office room heavy ahead. Religious kind husband. Else system adult guess dog.', 'Created By': 'John Lam', 'Date Created': datetime.date(2022, 10, 6)}]"
PI826,Face employee send north.,Product Liability,Closed,Kimberly Hamilton,2023-01-22,2023-04-26,[],"[{'Case ID': 'PI826', 'Document ID': 18398, 'Document Name': 'many.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI826', 'Document ID': 40790, 'Document Name': 'So member.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2023, 4, 12), 'Created By': 'Jennifer Davis', 'Date Last Modified': datetime.date(2023, 5, 1), 'Last Modified By': 'Lucas Perez'}, {'Case ID': 'PI826', 'Document ID': 77973, 'Document Name': 'Approach weight.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2023, 2, 27), 'Created By': 'Kelly Frazier', 'Date Last Modified': datetime.date(2023, 3, 20), 'Last Modified By': 'Angel Tate'}, {'Case ID': 'PI826', 'Document ID': 99434, 'Document Name': 'Analysis sister fast just.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2023, 4, 21), 'Created By': 'Kimberly Hayden', 'Date Last Modified': datetime.date(2023, 5, 24), 'Last Modified By': 'Chris Bradley'}, {'Case ID': 'PI826', 'Document ID': 11050, 'Document Name': 'Design director at identify.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2023, 1, 29), 'Created By': 'Troy Becker', 'Date Last Modified': datetime.date(2023, 3, 30), 'Last Modified By': 'Catherine Williams'}, {'Case ID': 'PI826', 'Document ID': 80154, 'Document Name': 'Couple nearly drop purpose care.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2023, 4, 13), 'Created By': 'Duane Fletcher', 'Date Last Modified': datetime.date(2023, 4, 15), 'Last Modified By': 'Tiffany Nguyen'}]","[{'Case ID': 'PI826', 'Task ID': 50360, 'Task Description': 'Clearly listen money campaign so beat into note this.', 'Assigned To': 'Candace Montgomery', 'Task Due Date': datetime.date(2023, 4, 5), 'Task Status': 'Completed'}, {'Case ID': 'PI826', 'Task ID': 61713, 'Task Description': 'Treatment rich movie order color way strong keep produce.', 'Assigned To': 'Pamela Williams', 'Task Due Date': datetime.date(2023, 2, 13), 'Task Status': 'Pending'}]","[{'Case ID': 'PI826', 'Note ID': 83971, 'Note Content': 'Still news top machine action government. Agree imagine Congress practice indeed bank. Evidence occur feeling decade.', 'Created By': 'Marie Crosby', 'Date Created': datetime.date(2023, 3, 30)}]"
PI827,Knowledge window region responsibility owner.,Product Liability,In Progress,Amber Barnes,2021-09-09,2023-02-03,[],"[{'Case ID': 'PI827', 'Document ID': 40243, 'Document Name': 'Eye statement officer their.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2021, 11, 28), 'Created By': 'Richard Nguyen', 'Date Last Modified': datetime.date(2022, 5, 8), 'Last Modified By': 'Stephanie Mccormick'}, {'Case ID': 'PI827', 'Document ID': 8340, 'Document Name': 'Describe eat foreign election.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2023, 1, 12), 'Created By': 'David Torres', 'Date Last Modified': datetime.date(2023, 4, 25), 'Last Modified By': 'Michael Wolf'}, {'Case ID': 'PI827', 'Document ID': 24381, 'Document Name': 'It senior.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 5, 14), 'Created By': 'Michelle Glover', 'Date Last Modified': datetime.date(2022, 7, 17), 'Last Modified By': 'Ronald Mccarthy'}]","[{'Case ID': 'PI827', 'Task ID': 18713, 'Task Description': 'Itself check perhaps avoid black modern throughout indeed bag.', 'Assigned To': 'Alan Mcbride', 'Task Due Date': datetime.date(2022, 4, 24), 'Task Status': 'Pending'}, {'Case ID': 'PI827', 'Task ID': 77461, 'Task Description': 'Agreement out break make home new hospital new girl up.', 'Assigned To': 'Nicholas Rubio', 'Task Due Date': datetime.date(2022, 4, 12), 'Task Status': 'Pending'}, {'Case ID': 'PI827', 'Task ID': 66355, 'Task Description': 'Here million city rock situation help.', 'Assigned To': 'Marilyn Stanley', 'Task Due Date': datetime.date(2021, 12, 28), 'Task Status': 'Completed'}]","[{'Case ID': 'PI827', 'Note ID': 78219, 'Note Content': 'Interview though occur any. Until only cover morning. Note north activity source political air treat.', 'Created By': 'Angela Nguyen', 'Date Created': datetime.date(2022, 12, 19)}, {'Case ID': 'PI827', 'Note ID': 11203, 'Note Content': 'Seek ok these little visit body. Civil bring when son who about very.', 'Created By': 'Angela Harvey', 'Date Created': datetime.date(2022, 12, 19)}, {'Case ID': 'PI827', 'Note ID': 39716, 'Note Content': 'Recent truth participant yet. Each senior without high. Throughout who edge human. View key college use own.', 'Created By': 'Jordan Taylor', 'Date Created': datetime.date(2022, 10, 12)}, {'Case ID': 'PI827', 'Note ID': 95245, 'Note Content': 'Side the final high direction.', 'Created By': 'David Thompson', 'Date Created': datetime.date(2023, 1, 30)}]"
PI828,See yourself certain month happy six.,Slip and Fall,In Progress,Phillip Lawrence,2021-09-05,2022-04-01,[],"[{'Case ID': 'PI828', 'Document ID': 71454, 'Document Name': 'reduce.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI828', 'Document ID': 66688, 'Document Name': 'interview.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI828', 'Document ID': 69322, 'Document Name': 'mother.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI828', 'Document ID': 34963, 'Document Name': 'deal.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI828', 'Document ID': 62181, 'Document Name': 'science.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI828', 'Document ID': 12810, 'Document Name': 'At several help.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2022, 3, 25), 'Created By': 'Jack Brown', 'Date Last Modified': datetime.date(2023, 1, 23), 'Last Modified By': 'Jose Campos'}, {'Case ID': 'PI828', 'Document ID': 69694, 'Document Name': 'View head middle.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2022, 1, 20), 'Created By': 'Sean Russo', 'Date Last Modified': datetime.date(2022, 11, 17), 'Last Modified By': 'Patricia Stephens'}, {'Case ID': 'PI828', 'Document ID': 93570, 'Document Name': 'After message federal a guy.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2021, 9, 20), 'Created By': 'Kathy Moore', 'Date Last Modified': datetime.date(2022, 7, 23), 'Last Modified By': 'Michael Hernandez'}]","[{'Case ID': 'PI828', 'Task ID': 96748, 'Task Description': 'Decide point its spring more scene together space work poor.', 'Assigned To': 'Jason Black', 'Task Due Date': datetime.date(2021, 11, 18), 'Task Status': 'Pending'}, {'Case ID': 'PI828', 'Task ID': 30720, 'Task Description': 'Decide or option when religious traditional myself.', 'Assigned To': 'Jenna Morrow', 'Task Due Date': datetime.date(2021, 10, 3), 'Task Status': 'Pending'}]","[{'Case ID': 'PI828', 'Note ID': 64739, 'Note Content': 'Environment whose beautiful field more itself. Certain human final say. Which alone music character attack majority impact national.', 'Created By': 'Roger Moss', 'Date Created': datetime.date(2021, 9, 20)}, {'Case ID': 'PI828', 'Note ID': 63703, 'Note Content': 'About whom situation recent he. Approach interest role imagine character free none national. That century exactly national.', 'Created By': 'Stephanie Smith', 'Date Created': datetime.date(2021, 12, 16)}, {'Case ID': 'PI828', 'Note ID': 80873, 'Note Content': 'Low clear question just. Fund minute federal follow finish. Would director main performance standard enter. Despite shoulder entire chair say seem table ask.', 'Created By': 'Joanna Day', 'Date Created': datetime.date(2021, 9, 28)}]"
PI829,Beyond surface education answer my before positive.,Motor Vehicle Accident,Closed,Jennifer Allen,2022-10-05,2023-03-17,[],"[{'Case ID': 'PI829', 'Document ID': 47372, 'Document Name': 'degree.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI829', 'Document ID': 75671, 'Document Name': 'under.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI829', 'Document ID': 38185, 'Document Name': 'necessary.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI829', 'Document ID': 93876, 'Document Name': 'notice.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI829', 'Document ID': 52937, 'Document Name': 'step.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI829', 'Document ID': 49773, 'Document Name': 'Another particularly community.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2022, 11, 1), 'Created By': 'Melanie Wall', 'Date Last Modified': datetime.date(2023, 1, 11), 'Last Modified By': 'Benjamin Anderson'}, {'Case ID': 'PI829', 'Document ID': 88939, 'Document Name': 'Give indicate apply good.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2023, 1, 23), 'Created By': 'Kevin Johns', 'Date Last Modified': datetime.date(2023, 2, 8), 'Last Modified By': 'Dean Vance'}, {'Case ID': 'PI829', 'Document ID': 7313, 'Document Name': 'Approach military believe.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 11, 9), 'Created By': 'Teresa Murillo', 'Date Last Modified': datetime.date(2023, 1, 20), 'Last Modified By': 'Robert Curtis'}]","[{'Case ID': 'PI829', 'Task ID': 65051, 'Task Description': 'Less but picture my relate nothing then.', 'Assigned To': 'Wendy Ortega', 'Task Due Date': datetime.date(2022, 12, 8), 'Task Status': 'Pending'}]","[{'Case ID': 'PI829', 'Note ID': 55432, 'Note Content': 'Enter least west late relationship. Night democratic card try.', 'Created By': 'Terri Hartman', 'Date Created': datetime.date(2022, 10, 17)}]"
PI830,Itself figure month.,Slip and Fall,Closed,Laura Williams,2023-02-22,2023-03-18,[],"[{'Case ID': 'PI830', 'Document ID': 37431, 'Document Name': 'speech.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI830', 'Document ID': 9064, 'Document Name': 'everyone.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI830', 'Document ID': 28979, 'Document Name': 'Plan material guess.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2023, 3, 10), 'Created By': 'Ashley Preston', 'Date Last Modified': datetime.date(2023, 5, 5), 'Last Modified By': 'Jessica Bates'}, {'Case ID': 'PI830', 'Document ID': 43082, 'Document Name': 'Life fast.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2023, 2, 26), 'Created By': 'Carolyn Zamora MD', 'Date Last Modified': datetime.date(2023, 3, 1), 'Last Modified By': 'Cheryl Davies'}]","[{'Case ID': 'PI830', 'Task ID': 80574, 'Task Description': 'Note moment good feeling.', 'Assigned To': 'Margaret Edwards', 'Task Due Date': datetime.date(2023, 3, 14), 'Task Status': 'Pending'}, {'Case ID': 'PI830', 'Task ID': 43631, 'Task Description': 'Specific three nor Mrs item.', 'Assigned To': 'Darren Meza', 'Task Due Date': datetime.date(2023, 3, 10), 'Task Status': 'Completed'}, {'Case ID': 'PI830', 'Task ID': 23463, 'Task Description': 'Hair part evening vote positive structure above both be.', 'Assigned To': 'Mary Myers', 'Task Due Date': datetime.date(2023, 2, 25), 'Task Status': 'Completed'}]","[{'Case ID': 'PI830', 'Note ID': 10282, 'Note Content': 'Police order prove. Order half avoid while strong apply. Over while bar with teacher source.', 'Created By': 'Linda Miller', 'Date Created': datetime.date(2023, 2, 22)}]"
PI831,True people throughout here law name.,Slip and Fall,In Progress,Katherine Murphy,2021-10-12,2022-04-14,[],"[{'Case ID': 'PI831', 'Document ID': 15365, 'Document Name': 'still.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI831', 'Document ID': 49243, 'Document Name': 'other.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI831', 'Document ID': 92000, 'Document Name': 'only.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI831', 'Document ID': 92690, 'Document Name': 'long.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI831', 'Document ID': 50371, 'Document Name': 'Enough up history with.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 1, 3), 'Created By': 'Nancy Owen', 'Date Last Modified': datetime.date(2022, 8, 16), 'Last Modified By': 'Michael Kelley'}, {'Case ID': 'PI831', 'Document ID': 33844, 'Document Name': 'Mr moment prepare.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 3, 27), 'Created By': 'Jacob Thomas', 'Date Last Modified': datetime.date(2022, 12, 12), 'Last Modified By': 'Logan Roberts'}, {'Case ID': 'PI831', 'Document ID': 15226, 'Document Name': 'Democrat clear deep.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2021, 10, 16), 'Created By': 'Teresa Figueroa', 'Date Last Modified': datetime.date(2022, 11, 27), 'Last Modified By': 'Bryan Daugherty'}, {'Case ID': 'PI831', 'Document ID': 26668, 'Document Name': 'Two media yeah report.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2021, 11, 19), 'Created By': 'Kimberly James', 'Date Last Modified': datetime.date(2022, 2, 20), 'Last Modified By': 'William Edwards'}]","[{'Case ID': 'PI831', 'Task ID': 54336, 'Task Description': 'Majority development trouble community successful court.', 'Assigned To': 'Alexandra Maxwell', 'Task Due Date': datetime.date(2021, 11, 21), 'Task Status': 'Completed'}]","[{'Case ID': 'PI831', 'Note ID': 28612, 'Note Content': 'Learn race share mouth worker discover. Ok thing service time big.', 'Created By': 'Steven Rowe', 'Date Created': datetime.date(2021, 11, 14)}, {'Case ID': 'PI831', 'Note ID': 89694, 'Note Content': 'Program trade under record discover push themselves garden. Character finish couple team yourself according event.', 'Created By': 'Jonathan Hansen', 'Date Created': datetime.date(2022, 1, 27)}]"
PI832,Community candidate former.,Slip and Fall,In Progress,Andrew Hoover,2022-06-29,2023-05-21,[],"[{'Case ID': 'PI832', 'Document ID': 87540, 'Document Name': 'everyone.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI832', 'Document ID': 36287, 'Document Name': 'learn.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI832', 'Document ID': 77305, 'Document Name': 'watch.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI832', 'Document ID': 83327, 'Document Name': 'instead.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI832', 'Document ID': 44877, 'Document Name': 'People couple.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2023, 4, 17), 'Created By': 'William Scott', 'Date Last Modified': datetime.date(2023, 4, 23), 'Last Modified By': 'Dr. Lauren Perez DDS'}, {'Case ID': 'PI832', 'Document ID': 32103, 'Document Name': 'Subject energy ready attack.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 12, 7), 'Created By': 'Alex Smith', 'Date Last Modified': datetime.date(2023, 3, 29), 'Last Modified By': 'Autumn Cox'}, {'Case ID': 'PI832', 'Document ID': 99842, 'Document Name': 'Consider hear recognize.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 10, 9), 'Created By': 'Brian Cline', 'Date Last Modified': datetime.date(2023, 3, 29), 'Last Modified By': 'James Brooks'}]","[{'Case ID': 'PI832', 'Task ID': 2535, 'Task Description': 'Son whom recognize national fall discuss whose see I not.', 'Assigned To': 'Dawn Gomez', 'Task Due Date': datetime.date(2022, 11, 6), 'Task Status': 'Completed'}, {'Case ID': 'PI832', 'Task ID': 99649, 'Task Description': 'Father source figure finish south easy ability century push.', 'Assigned To': 'John Edwards', 'Task Due Date': datetime.date(2022, 12, 9), 'Task Status': 'Completed'}]","[{'Case ID': 'PI832', 'Note ID': 15053, 'Note Content': 'Ability raise return between car treatment. Win accept early just hand. Push thank own want many.', 'Created By': 'Bryce Hampton', 'Date Created': datetime.date(2022, 8, 28)}, {'Case ID': 'PI832', 'Note ID': 37454, 'Note Content': 'Trouble student single say. Hit fine old question. Middle weight put provide mother.', 'Created By': 'Craig Small', 'Date Created': datetime.date(2022, 12, 6)}, {'Case ID': 'PI832', 'Note ID': 25702, 'Note Content': 'Huge off keep enough science.', 'Created By': 'Deborah Johns', 'Date Created': datetime.date(2023, 4, 18)}, {'Case ID': 'PI832', 'Note ID': 11057, 'Note Content': 'Cup race activity father part. Rather buy father.', 'Created By': 'Barbara Beasley', 'Date Created': datetime.date(2022, 7, 17)}, {'Case ID': 'PI832', 'Note ID': 14330, 'Note Content': 'Wrong factor large born form black. Stand imagine scene indicate above firm read. Activity clearly air himself response. Task again expect simply deep people.', 'Created By': 'Jessica Olson', 'Date Created': datetime.date(2022, 11, 30)}]"
PI833,Return partner environmental explain land several think data.,Motor Vehicle Accident,In Progress,Kayla Sanchez,2021-08-22,2021-10-11,[],"[{'Case ID': 'PI833', 'Document ID': 10916, 'Document Name': 'Line admit dark oil.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2021, 9, 4), 'Created By': 'Jeremy Mccall', 'Date Last Modified': datetime.date(2022, 3, 8), 'Last Modified By': 'Bradley Garcia'}, {'Case ID': 'PI833', 'Document ID': 35926, 'Document Name': 'General again pretty claim.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2021, 9, 28), 'Created By': 'Chelsea Mason', 'Date Last Modified': datetime.date(2023, 3, 19), 'Last Modified By': 'John Melendez'}, {'Case ID': 'PI833', 'Document ID': 13388, 'Document Name': 'Ten hear teacher.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2021, 10, 9), 'Created By': 'William Garcia', 'Date Last Modified': datetime.date(2022, 12, 6), 'Last Modified By': 'Sarah Leon'}, {'Case ID': 'PI833', 'Document ID': 60500, 'Document Name': 'Show increase take.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2021, 9, 22), 'Created By': 'Ronald White', 'Date Last Modified': datetime.date(2022, 3, 12), 'Last Modified By': 'Mark Williams'}]","[{'Case ID': 'PI833', 'Task ID': 36315, 'Task Description': 'Commercial each little military name new want type least family.', 'Assigned To': 'Mrs. Norma Hodges MD', 'Task Due Date': datetime.date(2021, 9, 11), 'Task Status': 'Pending'}, {'Case ID': 'PI833', 'Task ID': 79936, 'Task Description': 'Treatment would catch admit wife.', 'Assigned To': 'James Young', 'Task Due Date': datetime.date(2021, 9, 3), 'Task Status': 'Completed'}]","[{'Case ID': 'PI833', 'Note ID': 9574, 'Note Content': 'Then foot rise number including. Response all than church forward both. Reason meet more whole I.', 'Created By': 'Savannah Roberts', 'Date Created': datetime.date(2021, 9, 25)}]"
PI834,First because might entire wear.,Motor Vehicle Accident,Closed,Emily Donovan,2022-11-18,2022-11-29,[],"[{'Case ID': 'PI834', 'Document ID': 39695, 'Document Name': 'sort.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI834', 'Document ID': 25114, 'Document Name': 'here.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI834', 'Document ID': 89295, 'Document Name': 'civil.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI834', 'Document ID': 5050, 'Document Name': 'everything.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI834', 'Document ID': 28310, 'Document Name': 'Traditional sound according Democrat.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 11, 23), 'Created By': 'James Morse', 'Date Last Modified': datetime.date(2023, 2, 8), 'Last Modified By': 'Aaron Goodwin'}, {'Case ID': 'PI834', 'Document ID': 95946, 'Document Name': 'Director pattern debate.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 11, 25), 'Created By': 'Brianna Long', 'Date Last Modified': datetime.date(2023, 1, 13), 'Last Modified By': 'Kevin Paul'}, {'Case ID': 'PI834', 'Document ID': 10741, 'Document Name': 'Health after.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 11, 28), 'Created By': 'Carly Mckinney', 'Date Last Modified': datetime.date(2023, 3, 15), 'Last Modified By': 'Monica Flores'}, {'Case ID': 'PI834', 'Document ID': 97353, 'Document Name': 'Final despite near scene.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 11, 26), 'Created By': 'Alicia Barnes', 'Date Last Modified': datetime.date(2023, 3, 6), 'Last Modified By': 'Edward Little'}]","[{'Case ID': 'PI834', 'Task ID': 5294, 'Task Description': 'Politics idea state situation price white day or thought treat.', 'Assigned To': 'Elaine Adams', 'Task Due Date': datetime.date(2022, 11, 21), 'Task Status': 'Completed'}]","[{'Case ID': 'PI834', 'Note ID': 81516, 'Note Content': 'Information economic perform. Born much above network without success.', 'Created By': 'Mr. Thomas Bradley II', 'Date Created': datetime.date(2022, 11, 20)}]"
